Begin,End,Activity,HRmean,HRmax,HRmin
2020-10-13T15:36:00.000+01:00,2020-10-13T15:41:00.000+01:00,Walking,null
2020-10-13T17:09:00.000+01:00,2020-10-13T17:15:00.000+01:00,Running,null
2020-10-13T17:00:00.000+01:00,2020-10-13T17:24:00.000+01:00,Walking,104,111,98
2020-10-14T07:47:00.000+01:00,2020-10-14T07:51:00.000+01:00,Walking,null
2020-10-14T07:52:00.000+01:00,2020-10-14T07:58:00.000+01:00,Walking,null
2020-10-14T11:49:00.000+01:00,2020-10-14T11:58:00.000+01:00,Walking,93,93,93
2020-10-14T12:37:00.000+01:00,2020-10-14T12:44:00.000+01:00,Walking,null
2020-10-14T12:45:00.000+01:00,2020-10-14T12:49:00.000+01:00,Walking,null
2020-10-14T12:50:00.000+01:00,2020-10-14T12:58:00.000+01:00,Walking,null
2020-10-14T14:56:00.000+01:00,2020-10-14T15:01:00.000+01:00,Walking,null
2020-10-14T15:24:00.000+01:00,2020-10-14T15:50:00.000+01:00,Walking,null
2020-10-14T15:51:00.000+01:00,2020-10-14T16:00:00.000+01:00,Walking,null
2020-10-14T18:17:00.000+01:00,2020-10-14T18:22:00.000+01:00,Walking,null
2020-10-14T20:43:00.000+01:00,2020-10-14T20:47:00.000+01:00,Walking,83,105,74
2020-10-15T17:07:00.000+01:00,2020-10-15T17:14:00.000+01:00,Walking,null
2020-10-15T17:24:00.000+01:00,2020-10-15T17:28:00.000+01:00,Running,null
2020-10-16T07:53:00.000+01:00,2020-10-16T07:57:00.000+01:00,Walking,null
2020-10-16T07:58:00.000+01:00,2020-10-16T08:12:00.000+01:00,Walking,null
2020-10-16T09:40:00.000+01:00,2020-10-16T09:45:00.000+01:00,Walking,89,92,86
2020-10-16T10:05:00.000+01:00,2020-10-16T10:14:00.000+01:00,Walking,null
2020-10-16T10:25:00.000+01:00,2020-10-16T10:30:00.000+01:00,Walking,82,82,82
2020-10-16T12:10:00.000+01:00,2020-10-16T12:15:00.000+01:00,Walking,92,105,86
2020-10-16T12:13:00.000+01:00,2020-10-16T12:21:00.000+01:00,Walking,99,108,89
2020-10-16T12:22:00.000+01:00,2020-10-16T12:29:00.000+01:00,Walking,89,99,83
2020-10-18T09:25:00.000+01:00,2020-10-18T09:42:00.000+01:00,Running,81,101,67
2020-10-18T09:49:00.000+01:00,2020-10-18T09:56:00.000+01:00,Running,88,95,82
2020-10-18T10:33:00.000+01:00,2020-10-18T10:52:00.000+01:00,Walking,94,108,81
2020-10-18T11:01:00.000+01:00,2020-10-18T11:05:00.000+01:00,Walking,71,73,69
2020-10-18T11:43:00.000+01:00,2020-10-18T12:03:00.000+01:00,Running,90,123,69
2020-10-18T12:04:00.000+01:00,2020-10-18T12:08:00.000+01:00,Running,82,82,82
2020-10-18T16:40:00.000+01:00,2020-10-18T16:48:00.000+01:00,Walking,87,103,71
2020-10-18T18:09:00.000+01:00,2020-10-18T18:13:00.000+01:00,Walking,111,111,111
2020-10-18T19:43:00.000+01:00,2020-10-18T19:49:00.000+01:00,Walking,102,102,102
2020-10-18T21:46:00.000+01:00,2020-10-18T22:26:00.000+01:00,Walking,95,111,71
2020-10-19T09:26:00.000+01:00,2020-10-19T09:37:00.000+01:00,Walking,null
2020-10-19T09:38:00.000+01:00,2020-10-19T09:50:00.000+01:00,Walking,null
2020-10-19T11:35:00.000+01:00,2020-10-19T11:58:00.000+01:00,Walking,null
2020-10-19T12:32:00.000+01:00,2020-10-19T12:42:00.000+01:00,Running,null
2020-10-19T12:32:00.000+01:00,2020-10-19T12:57:00.000+01:00,Walking,null
2020-10-19T12:58:00.000+01:00,2020-10-19T13:14:00.000+01:00,Walking,null
2020-10-19T14:47:00.000+01:00,2020-10-19T15:04:00.000+01:00,Running,null
2020-10-19T15:05:00.000+01:00,2020-10-19T15:09:00.000+01:00,Walking,null
2020-10-19T15:15:00.000+01:00,2020-10-19T15:33:00.000+01:00,Running,null
2020-10-19T16:06:00.000+01:00,2020-10-19T16:16:00.000+01:00,Walking,null
2020-10-19T19:22:00.000+01:00,2020-10-19T19:28:00.000+01:00,Walking,null
2020-10-19T19:51:00.000+01:00,2020-10-19T19:57:00.000+01:00,Walking,104,104,104
2020-10-19T20:30:00.000+01:00,2020-10-19T20:51:00.000+01:00,Running,96,114,93
2020-10-20T14:59:00.000+01:00,2020-10-20T15:13:00.000+01:00,Walking,85,100,73
2020-10-20T15:14:00.000+01:00,2020-10-20T15:41:00.000+01:00,Walking,94,125,68
2020-10-20T19:17:00.000+01:00,2020-10-20T19:22:00.000+01:00,Walking,98,105,93
2020-10-20T19:40:00.000+01:00,2020-10-20T19:46:00.000+01:00,Walking,94,105,81
2020-10-20T19:47:00.000+01:00,2020-10-20T19:52:00.000+01:00,Walking,110,125,97
2020-10-21T07:48:00.000+01:00,2020-10-21T07:57:00.000+01:00,Walking,null
2020-10-21T09:50:00.000+01:00,2020-10-21T09:55:00.000+01:00,Walking,null
2020-10-21T11:44:00.000+01:00,2020-10-21T11:48:00.000+01:00,Walking,null
2020-10-21T12:45:00.000+01:00,2020-10-21T12:55:00.000+01:00,Walking,null
2020-10-21T13:00:00.000+01:00,2020-10-21T13:06:00.000+01:00,Walking,null
2020-10-21T14:58:00.000+01:00,2020-10-21T15:02:00.000+01:00,Walking,null
2020-10-21T15:03:00.000+01:00,2020-10-21T15:08:00.000+01:00,Walking,null
2020-10-21T17:12:00.000+01:00,2020-10-21T17:26:00.000+01:00,Walking,null
2020-10-21T19:22:00.000+01:00,2020-10-21T19:27:00.000+01:00,Walking,null
2020-10-21T19:52:00.000+01:00,2020-10-21T19:58:00.000+01:00,Walking,null
2020-10-21T19:59:00.000+01:00,2020-10-21T20:14:00.000+01:00,Walking,93,105,81
2020-10-21T20:24:00.000+01:00,2020-10-21T20:30:00.000+01:00,Running,78,78,78
2020-10-21T20:31:00.000+01:00,2020-10-21T20:46:00.000+01:00,Running,80,80,80
2020-10-22T19:09:00.000+01:00,2020-10-22T19:14:00.000+01:00,Walking,null
2020-10-22T19:12:00.000+01:00,2020-10-22T19:17:00.000+01:00,Walking,116,116,116
2020-10-22T19:38:00.000+01:00,2020-10-22T19:45:00.000+01:00,Walking,null
2020-10-23T07:16:00.000+01:00,2020-10-23T07:50:00.000+01:00,Walking,null
2020-10-23T07:51:00.000+01:00,2020-10-23T07:57:00.000+01:00,Walking,null
2020-10-23T09:41:00.000+01:00,2020-10-23T09:45:00.000+01:00,Walking,null
2020-10-23T10:04:00.000+01:00,2020-10-23T10:16:00.000+01:00,Walking,null
2020-10-23T12:14:00.000+01:00,2020-10-23T12:23:00.000+01:00,Walking,null
2020-10-23T12:52:00.000+01:00,2020-10-23T13:01:00.000+01:00,Walking,null
2020-10-23T13:02:00.000+01:00,2020-10-23T13:18:00.000+01:00,Walking,null
2020-10-23T14:24:00.000+01:00,2020-10-23T14:48:00.000+01:00,Walking,null
2020-10-23T14:56:00.000+01:00,2020-10-23T15:09:00.000+01:00,Walking,null
2020-10-23T15:50:00.000+01:00,2020-10-23T16:02:00.000+01:00,Walking,null
2020-10-23T18:50:00.000+01:00,2020-10-23T18:55:00.000+01:00,Walking,118,118,118
2020-10-23T19:00:00.000+01:00,2020-10-23T19:15:00.000+01:00,Running,null
2020-10-24T09:27:00.000+01:00,2020-10-24T09:31:00.000+01:00,Running,null
2020-10-24T10:23:00.000+01:00,2020-10-24T10:30:00.000+01:00,Walking,null
2020-10-24T11:54:00.000+01:00,2020-10-24T11:59:00.000+01:00,Walking,null
2020-10-24T12:28:00.000+01:00,2020-10-24T12:32:00.000+01:00,Walking,null
2020-10-24T12:34:00.000+01:00,2020-10-24T12:48:00.000+01:00,Walking,null
2020-10-24T13:20:00.000+01:00,2020-10-24T13:34:00.000+01:00,Walking,null
2020-10-24T16:36:00.000+01:00,2020-10-24T16:44:00.000+01:00,Running,null
2020-10-25T15:50:00.000Z,2020-10-25T16:03:00.000Z,Walking,null
2020-10-25T16:47:00.000Z,2020-10-25T17:02:00.000Z,Walking,null
2020-10-25T17:03:00.000Z,2020-10-25T17:09:00.000Z,Walking,null
2020-10-25T17:58:00.000Z,2020-10-25T18:06:00.000Z,Running,110,111,110
2020-10-25T19:34:00.000Z,2020-10-25T19:39:00.000Z,Walking,114,114,114
2020-10-25T20:00:00.000Z,2020-10-25T20:06:00.000Z,Walking,null
2020-10-26T09:45:00.000Z,2020-10-26T09:52:00.000Z,Walking,null
2020-10-26T11:54:00.000Z,2020-10-26T12:02:00.000Z,Walking,88,104,75
2020-10-26T12:34:00.000Z,2020-10-26T12:39:00.000Z,Walking,99,99,99
2020-10-26T12:40:00.000Z,2020-10-26T12:52:00.000Z,Walking,115,119,103
2020-10-26T12:53:00.000Z,2020-10-26T12:57:00.000Z,Walking,91,99,84
2020-10-26T14:43:00.000Z,2020-10-26T14:52:00.000Z,Walking,95,102,94
2020-10-26T14:53:00.000Z,2020-10-26T14:57:00.000Z,Walking,98,98,98
2020-10-26T15:18:00.000Z,2020-10-26T15:29:00.000Z,Walking,87,96,79
2020-10-26T15:59:00.000Z,2020-10-26T16:03:00.000Z,Walking,133,133,133
2020-10-26T16:57:00.000Z,2020-10-26T17:01:00.000Z,Walking,111,116,106
2020-10-26T18:02:00.000Z,2020-10-26T18:06:00.000Z,Walking,null
2020-10-26T18:56:00.000Z,2020-10-26T19:01:00.000Z,Walking,null
2020-10-26T19:32:00.000Z,2020-10-26T19:38:00.000Z,Walking,94,99,87
2020-10-26T19:39:00.000Z,2020-10-26T19:45:00.000Z,Walking,109,113,105
2020-10-26T20:00:00.000Z,2020-10-26T20:24:00.000Z,Walking,91,108,73
2020-10-27T20:47:00.000Z,2020-10-27T20:53:00.000Z,Walking,108,108,108
2020-10-28T07:54:00.000Z,2020-10-28T07:59:00.000Z,Walking,null
2020-10-28T09:43:00.000Z,2020-10-28T10:04:00.000Z,Walking,null
2020-10-28T11:59:00.000Z,2020-10-28T12:05:00.000Z,Walking,null
2020-10-28T12:45:00.000Z,2020-10-28T13:02:00.000Z,Walking,null
2020-10-28T15:01:00.000Z,2020-10-28T15:13:00.000Z,Walking,null
2020-10-28T15:14:00.000Z,2020-10-28T15:20:00.000Z,Walking,null
2020-10-28T16:07:00.000Z,2020-10-28T16:16:00.000Z,Walking,null
2020-10-28T16:17:00.000Z,2020-10-28T16:24:00.000Z,Walking,null
2020-10-28T16:25:00.000Z,2020-10-28T16:41:00.000Z,Running,null
2020-10-28T16:42:00.000Z,2020-10-28T16:55:00.000Z,Walking,null
2020-10-28T16:57:00.000Z,2020-10-28T17:11:00.000Z,Walking,null
2020-10-28T17:35:00.000Z,2020-10-28T17:49:00.000Z,Walking,85,94,76
2020-10-28T17:58:00.000Z,2020-10-28T18:05:00.000Z,Walking,78,79,77
2020-10-29T11:52:00.000Z,2020-10-29T12:15:00.000Z,Running,81,106,62
2020-10-29T22:26:00.000Z,2020-10-29T22:30:00.000Z,Running,93,99,82
2020-10-29T22:31:00.000Z,2020-10-29T22:56:00.000Z,Running,90,113,72
2020-10-29T22:57:00.000Z,2020-10-29T23:01:00.000Z,Running,85,95,79
2020-10-30T07:39:00.000Z,2020-10-30T07:45:00.000Z,Walking,null
2020-10-31T13:46:00.000Z,2020-10-31T14:18:00.000Z,Walking,null
2020-10-31T15:38:00.000Z,2020-10-31T15:53:00.000Z,Walking,null
2020-10-31T16:28:00.000Z,2020-10-31T16:36:00.000Z,Walking,null
2020-11-01T16:37:00.000Z,2020-11-01T16:50:00.000Z,Walking,null
2020-11-01T23:39:00.000Z,2020-11-01T23:44:00.000Z,Running,92,106,80
2020-11-02T07:48:00.000Z,2020-11-02T07:52:00.000Z,Walking,null
2020-11-02T14:51:00.000Z,2020-11-02T15:00:00.000Z,Running,null
2020-11-02T15:01:00.000Z,2020-11-02T15:06:00.000Z,Running,null
2020-11-02T15:10:00.000Z,2020-11-02T15:24:00.000Z,Running,null
2020-11-02T15:25:00.000Z,2020-11-02T15:30:00.000Z,Running,null
2020-11-02T15:31:00.000Z,2020-11-02T15:50:00.000Z,Walking,null
2020-11-02T16:03:00.000Z,2020-11-02T16:20:00.000Z,Running,null
2020-11-03T12:33:00.000Z,2020-11-03T12:39:00.000Z,Running,null
2020-11-03T14:56:00.000Z,2020-11-03T15:00:00.000Z,Running,null
2020-11-03T15:01:00.000Z,2020-11-03T15:08:00.000Z,Running,null
2020-11-03T15:09:00.000Z,2020-11-03T15:29:00.000Z,Walking,null
2020-11-03T15:41:00.000Z,2020-11-03T15:57:00.000Z,Running,null
2020-11-03T17:05:00.000Z,2020-11-03T17:11:00.000Z,Walking,null
2020-11-03T17:35:00.000Z,2020-11-03T17:40:00.000Z,Walking,null
2020-11-03T19:27:00.000Z,2020-11-03T19:33:00.000Z,Walking,105,105,105
2020-11-03T20:59:00.000Z,2020-11-03T21:06:00.000Z,Walking,null
2020-11-04T07:40:00.000Z,2020-11-04T07:52:00.000Z,Walking,null
2020-11-04T07:53:00.000Z,2020-11-04T07:58:00.000Z,Walking,null
2020-11-04T09:45:00.000Z,2020-11-04T10:02:00.000Z,Walking,null
2020-11-04T11:53:00.000Z,2020-11-04T11:59:00.000Z,Walking,null
2020-11-04T12:46:00.000Z,2020-11-04T12:56:00.000Z,Walking,null
2020-11-04T14:58:00.000Z,2020-11-04T15:04:00.000Z,Walking,null
2020-11-04T15:55:00.000Z,2020-11-04T16:00:00.000Z,Walking,null
2020-11-04T16:13:00.000Z,2020-11-04T16:18:00.000Z,Walking,null
2020-11-04T16:19:00.000Z,2020-11-04T16:26:00.000Z,Walking,null
2020-11-04T16:32:00.000Z,2020-11-04T17:12:00.000Z,Walking,101,110,94
2020-11-04T17:22:00.000Z,2020-11-04T17:30:00.000Z,Walking,null
2020-11-04T20:18:00.000Z,2020-11-04T20:23:00.000Z,Walking,null
2020-11-05T11:56:00.000Z,2020-11-05T12:01:00.000Z,Walking,null
2020-11-05T12:19:00.000Z,2020-11-05T12:26:00.000Z,Walking,null
2020-11-05T12:27:00.000Z,2020-11-05T12:31:00.000Z,Walking,null
2020-11-05T22:44:00.000Z,2020-11-05T22:58:00.000Z,Running,73,81,68
2020-11-05T22:59:00.000Z,2020-11-05T23:03:00.000Z,Running,76,80,72
2020-11-05T23:22:00.000Z,2020-11-05T23:28:00.000Z,Running,86,107,77
2020-11-06T07:50:00.000Z,2020-11-06T08:01:00.000Z,Walking,null
2020-11-06T08:02:00.000Z,2020-11-06T08:08:00.000Z,Walking,null
2020-11-06T10:04:00.000Z,2020-11-06T10:13:00.000Z,Walking,null
2020-11-06T10:32:00.000Z,2020-11-06T10:56:00.000Z,Walking,null
2020-11-06T10:58:00.000Z,2020-11-06T11:18:00.000Z,Running,null
2020-11-06T11:22:00.000Z,2020-11-06T11:27:00.000Z,Walking,null
2020-11-06T12:12:00.000Z,2020-11-06T12:20:00.000Z,Running,null
2020-11-06T12:21:00.000Z,2020-11-06T12:31:00.000Z,Walking,null
2020-11-06T13:29:00.000Z,2020-11-06T13:36:00.000Z,Walking,null
2020-11-06T13:37:00.000Z,2020-11-06T13:46:00.000Z,Walking,null
2020-11-06T14:44:00.000Z,2020-11-06T14:50:00.000Z,Walking,null
2020-11-06T15:28:00.000Z,2020-11-06T15:35:00.000Z,Walking,null
2020-11-06T17:45:00.000Z,2020-11-06T17:49:00.000Z,Walking,null
2020-11-07T09:35:00.000Z,2020-11-07T09:40:00.000Z,Running,null
2020-11-07T11:18:00.000Z,2020-11-07T11:33:00.000Z,Walking,null
2020-11-07T13:52:00.000Z,2020-11-07T13:56:00.000Z,Walking,null
2020-11-08T10:49:00.000Z,2020-11-08T10:54:00.000Z,Walking,90,94,87
2020-11-08T13:05:00.000Z,2020-11-08T13:10:00.000Z,Walking,87,90,83
2020-11-08T13:11:00.000Z,2020-11-08T13:22:00.000Z,Walking,105,116,96
2020-11-08T13:32:00.000Z,2020-11-08T13:39:00.000Z,Running,110,122,98
2020-11-08T19:17:00.000Z,2020-11-08T19:43:00.000Z,Walking,85,99,68
2020-11-08T21:18:00.000Z,2020-11-08T21:22:00.000Z,Walking,95,123,68
2020-11-09T07:43:00.000Z,2020-11-09T07:48:00.000Z,Walking,null
2020-11-09T17:00:00.000Z,2020-11-09T17:11:00.000Z,Walking,91,91,91
2020-11-09T17:13:00.000Z,2020-11-09T17:27:00.000Z,Running,137,137,137
2020-11-10T15:00:00.000Z,2020-11-10T15:18:00.000Z,Walking,null
2020-11-10T15:20:00.000Z,2020-11-10T15:35:00.000Z,Walking,null
2020-11-10T19:00:00.000Z,2020-11-10T19:06:00.000Z,Walking,null
2020-11-10T19:25:00.000Z,2020-11-10T19:29:00.000Z,Walking,null
2020-11-10T19:27:00.000Z,2020-11-10T19:34:00.000Z,Walking,null
2020-11-10T22:07:00.000Z,2020-11-10T22:36:00.000Z,Running,82,103,72
2020-11-11T08:15:00.000Z,2020-11-11T08:20:00.000Z,Walking,79,85,75
2020-11-11T08:23:00.000Z,2020-11-11T08:27:00.000Z,Running,121,131,94
2020-11-11T09:50:00.000Z,2020-11-11T10:01:00.000Z,Walking,74,84,63
2020-11-11T12:01:00.000Z,2020-11-11T12:06:00.000Z,Walking,80,99,74
2020-11-11T12:07:00.000Z,2020-11-11T12:12:00.000Z,Walking,97,101,93
2020-11-11T13:03:00.000Z,2020-11-11T13:07:00.000Z,Walking,115,120,104
2020-11-11T15:07:00.000Z,2020-11-11T15:21:00.000Z,Walking,98,111,71
2020-11-11T15:50:00.000Z,2020-11-11T15:57:00.000Z,Walking,107,116,86
2020-11-11T16:30:00.000Z,2020-11-11T17:02:00.000Z,Walking,98,130,75
2020-11-11T19:13:00.000Z,2020-11-11T19:20:00.000Z,Walking,106,117,86
2020-11-11T19:45:00.000Z,2020-11-11T19:52:00.000Z,Walking,113,121,102
2020-11-12T12:49:00.000Z,2020-11-12T12:59:00.000Z,Walking,null
2020-11-12T17:02:00.000Z,2020-11-12T17:15:00.000Z,Walking,null
2020-11-12T17:24:00.000Z,2020-11-12T17:28:00.000Z,Walking,131,131,131
2020-11-12T17:44:00.000Z,2020-11-12T17:48:00.000Z,Walking,98,98,98
2020-11-12T19:12:00.000Z,2020-11-12T19:18:00.000Z,Walking,null
2020-11-12T19:34:00.000Z,2020-11-12T19:40:00.000Z,Walking,107,107,107
2020-11-13T07:57:00.000Z,2020-11-13T08:03:00.000Z,Walking,null
2020-11-13T10:09:00.000Z,2020-11-13T10:13:00.000Z,Walking,null
2020-11-13T10:34:00.000Z,2020-11-13T10:45:00.000Z,Walking,null
2020-11-13T12:15:00.000Z,2020-11-13T12:27:00.000Z,Walking,null
2020-11-13T13:02:00.000Z,2020-11-13T13:16:00.000Z,Walking,null
2020-11-13T13:24:00.000Z,2020-11-13T13:28:00.000Z,Walking,null
2020-11-13T15:01:00.000Z,2020-11-13T15:07:00.000Z,Walking,null
2020-11-13T15:08:00.000Z,2020-11-13T15:12:00.000Z,Walking,null
2020-11-13T20:24:00.000Z,2020-11-13T20:29:00.000Z,Walking,77,83,76
2020-11-18T07:16:00.000Z,2020-11-18T07:26:00.000Z,Running,null
2020-11-18T07:44:00.000Z,2020-11-18T07:52:00.000Z,Running,null
2020-11-18T07:53:00.000Z,2020-11-18T07:57:00.000Z,Walking,null
2020-11-18T09:54:00.000Z,2020-11-18T10:06:00.000Z,Walking,null
2020-11-18T12:00:00.000Z,2020-11-18T12:07:00.000Z,Walking,null
2020-11-18T13:01:00.000Z,2020-11-18T13:06:00.000Z,Walking,null
2020-11-18T15:04:00.000Z,2020-11-18T15:10:00.000Z,Walking,null
2020-11-18T15:11:00.000Z,2020-11-18T15:15:00.000Z,Walking,null
2020-11-18T15:36:00.000Z,2020-11-18T15:45:00.000Z,Walking,null
2020-11-18T15:46:00.000Z,2020-11-18T15:58:00.000Z,Walking,null
2020-11-18T16:33:00.000Z,2020-11-18T16:37:00.000Z,Walking,null
2020-11-18T16:38:00.000Z,2020-11-18T17:01:00.000Z,Walking,null
2020-11-18T18:00:00.000Z,2020-11-18T18:06:00.000Z,Walking,null
2020-11-18T18:07:00.000Z,2020-11-18T18:29:00.000Z,Running,79,79,79
2020-11-18T19:11:00.000Z,2020-11-18T19:19:00.000Z,Walking,94,105,84
2020-11-18T19:20:00.000Z,2020-11-18T19:31:00.000Z,Walking,92,92,92
2020-11-18T20:11:00.000Z,2020-11-18T20:25:00.000Z,Walking,103,103,103
2020-11-19T17:51:00.000Z,2020-11-19T18:02:00.000Z,Walking,null
2020-11-19T20:11:00.000Z,2020-11-19T20:29:00.000Z,Walking,null
2020-11-20T07:56:00.000Z,2020-11-20T08:02:00.000Z,Walking,null
2020-11-20T12:26:00.000Z,2020-11-20T12:40:00.000Z,Walking,null
2020-11-20T12:53:00.000Z,2020-11-20T12:57:00.000Z,Walking,null
2020-11-20T12:58:00.000Z,2020-11-20T13:12:00.000Z,Running,null
2020-11-20T16:57:00.000Z,2020-11-20T17:03:00.000Z,Walking,null
2020-11-20T17:17:00.000Z,2020-11-20T17:42:00.000Z,Running,109,109,109
2020-11-20T23:12:00.000Z,2020-11-20T23:17:00.000Z,Walking,90,100,83
2020-11-20T23:27:00.000Z,2020-11-20T23:33:00.000Z,Walking,80,90,75
2020-11-20T23:41:00.000Z,2020-11-20T23:51:00.000Z,Running,76,104,68
2020-11-21T10:01:00.000Z,2020-11-21T10:05:00.000Z,Walking,null
2020-11-21T13:44:00.000Z,2020-11-21T13:50:00.000Z,Walking,null
2020-11-21T13:51:00.000Z,2020-11-21T14:03:00.000Z,Running,null
2020-11-21T14:06:00.000Z,2020-11-21T14:11:00.000Z,Running,null
2020-11-21T14:12:00.000Z,2020-11-21T14:23:00.000Z,Running,null
2020-11-21T14:41:00.000Z,2020-11-21T14:46:00.000Z,Walking,null
2020-11-21T15:59:00.000Z,2020-11-21T16:04:00.000Z,Running,null
2020-11-22T09:55:00.000Z,2020-11-22T10:03:00.000Z,Walking,null
2020-11-23T09:02:00.000Z,2020-11-23T09:08:00.000Z,Walking,null
2020-11-23T09:09:00.000Z,2020-11-23T09:14:00.000Z,Running,null
2020-11-23T09:18:00.000Z,2020-11-23T09:47:00.000Z,Walking,97,97,97
2020-11-23T09:49:00.000Z,2020-11-23T10:04:00.000Z,Running,93,93,93
2020-11-23T14:28:00.000Z,2020-11-23T14:32:00.000Z,Walking,null
2020-11-23T14:43:00.000Z,2020-11-23T14:55:00.000Z,Running,80,93,74
2020-11-24T08:54:00.000Z,2020-11-24T09:05:00.000Z,Running,null
2020-11-24T17:00:00.000Z,2020-11-24T17:04:00.000Z,Walking,74,74,74
2020-11-24T17:20:00.000Z,2020-11-24T17:24:00.000Z,Walking,null
2020-11-24T17:33:00.000Z,2020-11-24T17:57:00.000Z,Running,92,106,78
2020-11-24T18:29:00.000Z,2020-11-24T18:44:00.000Z,Walking,87,99,80
2020-11-24T20:04:00.000Z,2020-11-24T20:08:00.000Z,Walking,98,106,74
2020-11-24T20:09:00.000Z,2020-11-24T20:30:00.000Z,Running,92,103,87
2020-11-25T07:52:00.000Z,2020-11-25T07:57:00.000Z,Walking,null
2020-11-25T09:58:00.000Z,2020-11-25T10:04:00.000Z,Running,null
2020-11-25T11:55:00.000Z,2020-11-25T12:01:00.000Z,Walking,null
2020-11-25T12:47:00.000Z,2020-11-25T12:52:00.000Z,Walking,null
2020-11-25T14:18:00.000Z,2020-11-25T14:22:00.000Z,Walking,null
2020-11-25T15:01:00.000Z,2020-11-25T15:06:00.000Z,Walking,null
2020-11-25T16:49:00.000Z,2020-11-25T16:56:00.000Z,Walking,null
2020-11-26T11:12:00.000Z,2020-11-26T11:38:00.000Z,Running,null
2020-11-26T16:35:00.000Z,2020-11-26T16:49:00.000Z,Walking,73,73,73
2020-11-26T20:18:00.000Z,2020-11-26T20:32:00.000Z,Walking,85,98,73
2020-11-26T20:18:00.000Z,2020-11-26T20:48:00.000Z,Running,80,98,72
2020-11-29T09:39:00.000Z,2020-11-29T09:43:00.000Z,Walking,null
2020-11-29T13:50:00.000Z,2020-11-29T14:03:00.000Z,Walking,null
2020-11-30T00:03:00.000Z,2020-11-30T00:07:00.000Z,Running,null
2020-11-30T00:09:00.000Z,2020-11-30T00:24:00.000Z,Running,null
2020-11-30T09:40:00.000Z,2020-11-30T10:03:00.000Z,Walking,null
2020-11-30T10:04:00.000Z,2020-11-30T10:08:00.000Z,Walking,null
2020-11-30T10:50:00.000Z,2020-11-30T11:06:00.000Z,Walking,null
2020-12-01T18:03:00.000Z,2020-12-01T18:09:00.000Z,Walking,null
2020-12-01T18:17:00.000Z,2020-12-01T18:38:00.000Z,Walking,null
2020-12-01T19:34:00.000Z,2020-12-01T19:38:00.000Z,Walking,null
2020-12-01T20:15:00.000Z,2020-12-01T20:19:00.000Z,Walking,null
2020-12-02T07:52:00.000Z,2020-12-02T07:57:00.000Z,Walking,89,101,81
2020-12-02T09:51:00.000Z,2020-12-02T10:05:00.000Z,Running,84,98,79
2020-12-02T11:57:00.000Z,2020-12-02T12:01:00.000Z,Walking,71,75,69
2020-12-02T12:02:00.000Z,2020-12-02T12:07:00.000Z,Walking,94,101,85
2020-12-02T12:54:00.000Z,2020-12-02T13:00:00.000Z,Walking,98,116,75
2020-12-02T15:02:00.000Z,2020-12-02T15:07:00.000Z,Walking,98,117,86
2020-12-02T15:28:00.000Z,2020-12-02T15:39:00.000Z,Walking,103,116,92
2020-12-02T15:41:00.000Z,2020-12-02T15:55:00.000Z,Walking,90,118,75
2020-12-02T18:40:00.000Z,2020-12-02T18:54:00.000Z,Running,101,122,78
2020-12-03T11:56:00.000Z,2020-12-03T12:05:00.000Z,Walking,118,118,118
2020-12-03T12:46:00.000Z,2020-12-03T12:56:00.000Z,Walking,null
2020-12-03T16:28:00.000Z,2020-12-03T17:03:00.000Z,Walking,80,102,58
2020-12-03T18:30:00.000Z,2020-12-03T18:39:00.000Z,Walking,115,131,90
2020-12-03T20:37:00.000Z,2020-12-03T20:41:00.000Z,Walking,90,98,81
2020-12-03T20:48:00.000Z,2020-12-03T21:11:00.000Z,Running,83,108,71
2020-12-04T12:40:00.000Z,2020-12-04T12:54:00.000Z,Walking,null
2020-12-05T10:30:00.000Z,2020-12-05T10:41:00.000Z,Walking,null
2020-12-05T11:35:00.000Z,2020-12-05T12:02:00.000Z,Walking,null
2020-12-05T12:12:00.000Z,2020-12-05T12:17:00.000Z,Walking,102,102,102
2020-12-05T13:50:00.000Z,2020-12-05T14:08:00.000Z,Walking,null
2020-12-05T19:59:00.000Z,2020-12-05T20:04:00.000Z,Walking,null
2020-12-06T00:48:00.000Z,2020-12-06T01:02:00.000Z,Walking,null
2020-12-06T16:36:00.000Z,2020-12-06T16:43:00.000Z,Walking,null
2020-12-06T16:54:00.000Z,2020-12-06T16:59:00.000Z,Running,null
2020-12-07T13:07:00.000Z,2020-12-07T13:25:00.000Z,Walking,null
2020-12-07T14:41:00.000Z,2020-12-07T14:47:00.000Z,Walking,null
2020-12-07T14:57:00.000Z,2020-12-07T15:05:00.000Z,Walking,null
2020-12-08T09:35:00.000Z,2020-12-08T09:54:00.000Z,Walking,null
2020-12-08T09:55:00.000Z,2020-12-08T10:00:00.000Z,Walking,null
2020-12-08T13:55:00.000Z,2020-12-08T14:02:00.000Z,Walking,null
2020-12-08T17:18:00.000Z,2020-12-08T17:23:00.000Z,Walking,null
2020-12-08T18:59:00.000Z,2020-12-08T19:03:00.000Z,Walking,null
2020-12-08T19:18:00.000Z,2020-12-08T19:32:00.000Z,Running,79,79,79
2020-12-08T20:49:00.000Z,2020-12-08T20:55:00.000Z,Walking,null
2020-12-09T07:45:00.000Z,2020-12-09T07:51:00.000Z,Walking,null
2020-12-09T09:46:00.000Z,2020-12-09T09:50:00.000Z,Walking,null
